original_class,original_probability,new_probability,confidence_diff,class_change,new_class,explainer,strategy,sigma,time,num_features
Siamese_cat,0.9998198,0.011183292,0.9886365,True,jigsaw_puzzle,shap,top,1,0.22732949256896973,18
Siamese_cat,0.9998198,0.99685705,0.002962768,False,Siamese_cat,shap,rest,1,0.22778725624084473,18
Siamese_cat,0.9998198,0.031056503,0.9687633,True,jigsaw_puzzle,shap,top,1,0.22738075256347656,19
Siamese_cat,0.9998198,0.98927516,0.010544658,False,Siamese_cat,shap,rest,1,0.22035717964172363,19
Siamese_cat,0.9998198,0.005620926,0.9941989,True,doormat,shap,top,1,0.22751808166503906,20
Siamese_cat,0.9998198,0.9953099,0.004509926,False,Siamese_cat,shap,rest,1,0.23337936401367188,20
Persian_cat,0.913235,0.7240396,0.1891954,False,Persian_cat,shap,top,1,19.091413736343384,1
Persian_cat,0.913235,5.0779243e-05,0.9131842,True,poncho,shap,rest,1,0.28829169273376465,1
Persian_cat,0.913235,0.9071155,0.0061194897,False,Persian_cat,shap,top,1,0.21681976318359375,2
Persian_cat,0.913235,4.1142364e-05,0.9131939,True,birdhouse,shap,rest,1,0.22991490364074707,2
Persian_cat,0.913235,0.9470494,-0.03381437,False,Persian_cat,shap,top,1,0.21632790565490723,3
Persian_cat,0.913235,0.00025286124,0.91298217,True,bib,shap,rest,1,0.22452521324157715,3
Persian_cat,0.913235,0.95816,-0.044924974,False,Persian_cat,shap,top,1,0.21848535537719727,4
Persian_cat,0.913235,0.0016830198,0.911552,True,doormat,shap,rest,1,0.21943140029907227,4
Persian_cat,0.913235,0.92601657,-0.01278156,False,Persian_cat,shap,top,1,0.21742749214172363,5
Persian_cat,0.913235,0.0054845978,0.9077504,True,jigsaw_puzzle,shap,rest,1,0.22951197624206543,5
Persian_cat,0.913235,0.8606293,0.05260569,False,Persian_cat,shap,top,1,0.21919751167297363,6
Persian_cat,0.913235,0.008023689,0.9052113,True,jigsaw_puzzle,shap,rest,1,0.226395845413208,6
Persian_cat,0.913235,0.91060597,0.0026290417,False,Persian_cat,shap,top,1,0.21944165229797363,7
Persian_cat,0.913235,0.013222364,0.9000127,True,jigsaw_puzzle,shap,rest,1,0.21741223335266113,7
Persian_cat,0.913235,0.9332874,-0.020052373,False,Persian_cat,shap,top,1,0.21837663650512695,8
Persian_cat,0.913235,0.0062819156,0.9069531,True,jigsaw_puzzle,shap,rest,1,0.22993922233581543,8
Persian_cat,0.913235,0.9452824,-0.03204739,False,Persian_cat,shap,top,1,0.2150135040283203,9
Persian_cat,0.913235,0.019853331,0.89338166,True,doormat,shap,rest,1,0.22739386558532715,9
Persian_cat,0.913235,0.9556556,-0.042420566,False,Persian_cat,shap,top,1,0.2204115390777588,10
Persian_cat,0.913235,0.14153719,0.7716978,True,doormat,shap,rest,1,0.44978833198547363,10
Persian_cat,0.913235,0.9351269,-0.021891892,False,Persian_cat,shap,top,1,0.21239686012268066,11
Persian_cat,0.913235,0.17216167,0.74107337,True,doormat,shap,rest,1,0.23268890380859375,11
Persian_cat,0.913235,0.8799692,0.03326583,False,Persian_cat,shap,top,1,0.21779417991638184,12
Persian_cat,0.913235,0.34475935,0.56847566,False,Persian_cat,shap,rest,1,0.22569799423217773,12
Persian_cat,0.913235,0.82072854,0.09250647,False,Persian_cat,shap,top,1,0.21415305137634277,13
Persian_cat,0.913235,0.5018067,0.41142833,False,Persian_cat,shap,rest,1,0.22739315032958984,13
Persian_cat,0.913235,0.562823,0.350412,False,Persian_cat,shap,top,1,0.22358202934265137,14
Persian_cat,0.913235,0.43817633,0.47505867,False,Persian_cat,shap,rest,1,0.22071480751037598,14
Persian_cat,0.913235,0.28439078,0.62884426,True,bib,shap,top,1,0.22446107864379883,15
Persian_cat,0.913235,0.5521635,0.36107153,False,Persian_cat,shap,rest,1,0.22340083122253418,15
Persian_cat,0.913235,0.13991165,0.77332336,True,bib,shap,top,1,0.21718144416809082,16
Persian_cat,0.913235,0.337956,0.575279,False,Persian_cat,shap,rest,1,0.22023439407348633,16
Persian_cat,0.913235,0.11405196,0.7991831,True,bib,shap,top,1,0.21933460235595703,17
Persian_cat,0.913235,0.3713641,0.54187095,False,Persian_cat,shap,rest,1,0.22439861297607422,17
Persian_cat,0.913235,0.5376157,0.3756193,False,Persian_cat,shap,top,1,0.22539424896240234,18
Persian_cat,0.913235,0.15688016,0.75635487,True,pillow,shap,rest,1,0.22139835357666016,18
Persian_cat,0.913235,0.4243542,0.4888808,False,Persian_cat,shap,top,1,0.2184162139892578,19
Persian_cat,0.913235,0.25738007,0.65585494,True,keeshond,shap,rest,1,0.2256629467010498,19
Persian_cat,0.913235,0.10051826,0.8127167,True,bib,shap,top,1,0.2197716236114502,20
Persian_cat,0.913235,0.3191216,0.5941134,True,keeshond,shap,rest,1,0.22449517250061035,20
Persian_cat,0.9752017,0.8281593,0.14704245,False,Persian_cat,shap,top,1,19.740365028381348,1
Persian_cat,0.9752017,3.854058e-05,0.97516316,True,poncho,shap,rest,1,0.2310640811920166,1
Persian_cat,0.9752017,0.95239246,0.022809267,False,Persian_cat,shap,top,1,0.21142816543579102,2
Persian_cat,0.9752017,0.0001949411,0.97500676,True,poncho,shap,rest,1,0.2293534278869629,2
Persian_cat,0.9752017,0.9613623,0.013839424,False,Persian_cat,shap,top,1,0.22347140312194824,3
Persian_cat,0.9752017,0.0013397072,0.973862,True,jigsaw_puzzle,shap,rest,1,0.24052214622497559,3
Persian_cat,0.9752017,0.91561466,0.05958706,False,Persian_cat,shap,top,1,0.21714234352111816,4
Persian_cat,0.9752017,0.016142363,0.95905936,True,jigsaw_puzzle,shap,rest,1,0.2263171672821045,4
Persian_cat,0.9752017,0.29827294,0.67692876,False,Persian_cat,shap,top,1,0.2199249267578125,5
Persian_cat,0.9752017,0.0031612436,0.9720405,True,Gordon_setter,shap,rest,1,0.22934627532958984,5
Persian_cat,0.9752017,0.5178871,0.4573146,False,Persian_cat,shap,top,1,0.22838926315307617,6
Persian_cat,0.9752017,0.050799124,0.9244026,True,groenendael,shap,rest,1,0.2245032787322998,6
Persian_cat,0.9752017,0.5441311,0.43107063,False,Persian_cat,shap,top,1,0.2163863182067871,7
Persian_cat,0.9752017,0.27082306,0.70437866,False,Persian_cat,shap,rest,1,0.2309257984161377,7
Persian_cat,0.9752017,0.5025574,0.47264433,False,Persian_cat,shap,top,1,0.22608685493469238,8
Persian_cat,0.9752017,0.47818172,0.49702,False,Persian_cat,shap,rest,1,0.22404718399047852,8
Persian_cat,0.9752017,0.3145232,0.6606785,False,Persian_cat,shap,top,1,0.22237777709960938,9
Persian_cat,0.9752017,0.40234005,0.5728617,False,Persian_cat,shap,rest,1,0.22923016548156738,9
Persian_cat,0.9752017,0.1965277,0.778674,False,Persian_cat,shap,top,1,0.2209944725036621,10
Persian_cat,0.9752017,0.28650275,0.688699,False,Persian_cat,shap,rest,1,0.22823500633239746,10
Persian_cat,0.9752017,0.12512682,0.8500749,True,Scotch_terrier,shap,top,1,0.21706676483154297,11
Persian_cat,0.9752017,0.15474969,0.82045203,True,Pomeranian,shap,rest,1,0.22635531425476074,11
Persian_cat,0.9752017,0.4261556,0.54904616,False,Persian_cat,shap,top,1,0.22638678550720215,12
Persian_cat,0.9752017,0.779233,0.19596875,False,Persian_cat,shap,rest,1,0.2237534523010254,12
Persian_cat,0.9752017,0.7078188,0.26738292,False,Persian_cat,shap,top,1,0.21639156341552734,13
Persian_cat,0.9752017,0.76022744,0.21497428,False,Persian_cat,shap,rest,1,0.22899746894836426,13
Persian_cat,0.9752017,0.6152045,0.3599972,False,Persian_cat,shap,top,1,0.21944260597229004,14
Persian_cat,0.9752017,0.74366826,0.23153347,False,Persian_cat,shap,rest,1,0.23037385940551758,14
Persian_cat,0.9752017,0.5449562,0.43024552,False,Persian_cat,shap,top,1,0.22431707382202148,15
Persian_cat,0.9752017,0.705737,0.26946473,False,Persian_cat,shap,rest,1,0.22536587715148926,15
Persian_cat,0.9752017,0.3474744,0.6277273,False,Persian_cat,shap,top,1,0.22536540031433105,16
Persian_cat,0.9752017,0.94659513,0.028606594,False,Persian_cat,shap,rest,1,0.23038434982299805,16
Persian_cat,0.9752017,0.06332258,0.9118791,True,Bouvier_des_Flandres,shap,top,1,0.23341083526611328,17
Persian_cat,0.9752017,0.9514917,0.023710012,False,Persian_cat,shap,rest,1,0.33174848556518555,17
Persian_cat,0.9752017,0.18758056,0.78762114,False,Persian_cat,shap,top,1,0.34707069396972656,18
